date,year,month,DisposablePersonalIncome_L1q,DisposablePersonalIncome_0q,DisposablePersonalIncome_F1q,DisposablePersonalIncome_F2q,DisposablePersonalIncome_F3q,DisposablePersonalIncome_F4q,DisposablePersonalIncome_F5q,DisposablePersonalIncome_F6q,DisposablePersonalIncome_F7q,Drtbillcpi_L1q,Drtbillcpi_0q,Drtbillcpi_F1q,Drtbillcpi_F2q,Drtbillcpi_F3q,Drtbillcpi_F4q,Drtbillcpi_F5q,Drtbillcpi_F6q,Drtbillcpi_F7q,Drtbillpce_L1q,Drtbillpce_0q,Drtbillpce_F1q,Drtbillpce_F2q,Drtbillpce_F3q,Drtbillpce_F4q,Drtbillpce_F5q,Drtbillpce_F6q,Drtbillpce_F7q,Drtbillpgdp_L1q,Drtbillpgdp_0q,Drtbillpgdp_F1q,Drtbillpgdp_F2q,Drtbillpgdp_F3q,Drtbillpgdp_F4q,Drtbillpgdp_F5q,Drtbillpgdp_F6q,Drtbillpgdp_F7q,DGNPDeflator_L1q,DGNPDeflator_0q,DGNPDeflator_F1q,DGNPDeflator_F2q,DGNPDeflator_F3q,DGNPDeflator_F4q,DGNPDeflator_F5q,DGNPDeflator_F6q,DGNPDeflator_F7q,DRealGNP_L1q,DRealGNP_0q,DRealGNP_F1q,DRealGNP_F2q,DRealGNP_F3q,DRealGNP_F4q,DRealGNP_F5q,DRealGNP_F6q,DRealGNP_F7q,DCorpAaaBonds_L1q,DCorpAaaBonds_0q,DCorpAaaBonds_F1q,DCorpAaaBonds_F2q,DCorpAaaBonds_F3q,DCorpAaaBonds_F4q,DCorpAaaBonds_F5q,DCorpAaaBonds_F6q,DCorpAaaBonds_F7q,DChangeInPrivateInventory_L1q,DChangeInPrivateInventory_0q,DChangeInPrivateInventory_F1q,DChangeInPrivateInventory_F2q,DChangeInPrivateInventory_F3q,DChangeInPrivateInventory_F4q,DChangeInPrivateInventory_F5q,DChangeInPrivateInventory_F6q,DChangeInPrivateInventory_F7q,DCivilianUnemploymentRate_L1q,DCivilianUnemploymentRate_0q,DCivilianUnemploymentRate_F1q,DCivilianUnemploymentRate_F2q,DCivilianUnemploymentRate_F3q,DCivilianUnemploymentRate_F4q,DCivilianUnemploymentRate_F5q,DCivilianUnemploymentRate_F6q,DCivilianUnemploymentRate_F7q,DCPI_L1q,DCPI_0q,DCPI_F1q,DCPI_F2q,DCPI_F3q,DCPI_F4q,DCPI_F5q,DCPI_F6q,DCPI_F7q,DDisposablePersonalIncome_L1q,DDisposablePersonalIncome_0q,DDisposablePersonalIncome_F1q,DDisposablePersonalIncome_F2q,DDisposablePersonalIncome_F3q,DDisposablePersonalIncome_F4q,DDisposablePersonalIncome_F5q,DDisposablePersonalIncome_F6q,DDisposablePersonalIncome_F7q,DGDPPriceIndex_L1q,DGDPPriceIndex_0q,DGDPPriceIndex_F1q,DGDPPriceIndex_F2q,DGDPPriceIndex_F3q,DGDPPriceIndex_F4q,DGDPPriceIndex_F5q,DGDPPriceIndex_F6q,DGDPPriceIndex_F7q,DIP_L1q,DIP_0q,DIP_F1q,DIP_F2q,DIP_F3q,DIP_F4q,DIP_F5q,DIP_F6q,DIP_F7q,DNetExport_L1q,DNetExport_0q,DNetExport_F1q,DNetExport_F2q,DNetExport_F3q,DNetExport_F4q,DNetExport_F5q,DNetExport_F6q,DNetExport_F7q,DPCE_L1q,DPCE_0q,DPCE_F1q,DPCE_F2q,DPCE_F3q,DPCE_F4q,DPCE_F5q,DPCE_F6q,DPCE_F7q,DPPI_L1q,DPPI_0q,DPPI_F1q,DPPI_F2q,DPPI_F3q,DPPI_F4q,DPPI_F5q,DPPI_F6q,DPPI_F7q,DRealGDP_L1q,DRealGDP_0q,DRealGDP_F1q,DRealGDP_F2q,DRealGDP_F3q,DRealGDP_F4q,DRealGDP_F5q,DRealGDP_F6q,DRealGDP_F7q,Dtbill_L1q,Dtbill_0q,Dtbill_F1q,Dtbill_F2q,Dtbill_F3q,Dtbill_F4q,Dtbill_F5q,Dtbill_F6q,Dtbill_F7q,Dtbond_L1q,Dtbond_0q,Dtbond_F1q,Dtbond_F2q,Dtbond_F3q,Dtbond_F4q,Dtbond_F5q,Dtbond_F6q,Dtbond_F7q
1998-03-01,1998,3,,3.9000001,2.5999999,2.4000001,2.4000001,2.7,2.3,2.4000001,2.4000001,,0.20000005,0.099999905,0,0,0.19999981,0.099999905,0.099999905,0.20000005,,-0.29999983,-0.099999905,-0.19999981,-0.099999905,0.099999905,0.099999905,0.099999905,0.099999905,,0.099999905,0,0,0,0.099999905,0.099999905,0.099999905,0.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4000015,5.7999992,5.2999992,3.5999985,3.7000008,4.0999985,3.7999992,2.3000031,,0,-0.1,0,-0.099999905,0,-0.099999905,0,0,,-0.19999993,-0.099999905,0,0,-0.099999905,0,0,-0.10000014,,0.5,0.099999905,0,0.10000014,0.10000014,0.099999905,0.10000014,0.10000014,,-0.10000002,0,0,0,0,0,0,0,,0.099999905,0.10000014,0.19999981,0.20000005,0,0.19999981,0.20000005,0,,-4,-6.0999908,-6.8000031,-8.1000061,-8.8000031,-7.8999939,-7.6000061,-11.599991,,0.29999995,0.099999905,0.19999981,0.099999905,0,0,0,0,,-1.4,-0.20000002,0.10000002,0.10000002,0.10000002,0,0.099999905,-0.10000002,,0.10000014,0.10000014,0.099999905,-0.10000014,0,0.099999905,0.099999905,0,,0,0,0,0,0.099999905,0.099999905,0.099999905,0.099999905,,0,-0.1,0,0,0,0,0,0
1998-04-01,1998,4,4.6999998,2.7,2.5999999,2.5,2.5999999,2.3,2.3,2.3,,0.29999995,0,0,0,-0.099999905,0,-0.10000014,-0.10000014,,-1.0000002,-0.20000005,-0.20000005,-0.20000005,-0.099999905,-0.099999905,-0.10000014,-0.10000014,,0.29999995,0.099999905,0.10000014,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2000008,1.4000015,1.0999985,1.0999985,-0.90000153,-0.099998474,-0.099998474,-0.30000305,,-0.1,0,-0.1,0,0,0,-0.099999905,0,,-0.30000007,0,0,0,0.099999905,0,0.10000014,0.10000014,,0.79999971,0.10000014,0.19999981,0.099999905,-0.10000014,0,-0.10000014,-0.10000014,,-0.29999995,-0.10000002,-0.10000002,0,0,0,0,0,,0.10000014,0.19999981,0.10000014,0.19999981,0,-0.099999905,-0.099999905,-0.099999905,,-9.1000061,-8.3000031,-10.400009,-10.800003,-14.900009,-15.800003,-15.800003,-16.700012,,1.0000002,0.20000005,0.20000005,0.20000005,0.099999905,0.099999905,0.10000014,0.10000014,,-0.69999999,0,0,0,0.10000002,0.19999993,0,0.10000002,,0.5999999,0.099999905,0.10000014,0.10000014,0,-0.099999905,-0.099999905,-0.099999905,,0,0,0,0,0,0,0,0,,0,0,-0.1,0,0,-0.099999905,-0.099999905,-0.099999905,
1998-05-01,1998,5,,2.8,2.7,2.5999999,2.7,2.4000001,2.4000001,2.4000001,,,0.20000005,0,0,0.099999905,0.099999905,0.20000005,0.10000014,,,0,-0.20000005,0,-0.20000005,-0.099999905,0,0,,,0.20000005,0,0.099999905,0.099999905,0.099999905,0.099999905,0.10000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2999992,4.2999992,3.1000023,5.4000015,3.9000015,4.0999985,4.1000023,,,0,0,-0.10000038,-0.099999905,-0.099999905,0,-0.099999905,,,-0.20000005,0,0,-0.099999905,-0.099999905,-0.20000005,-0.10000014,,,0.099999905,0.10000014,0.099999905,0.10000014,0.10000014,0.10000014,0.10000014,,,-0.19999993,0,-0.099999905,-0.099999905,-0.099999905,-0.099999905,-0.10000014,,,-0.099999905,0.099999905,0,0.20000005,0.099999905,0.099999905,0,,,-14.300003,-13.399994,-14.099991,-15.299988,-16.600006,-16.699997,-16.799988,,,0,0.20000005,0,0.20000005,0.099999905,0,0,,,-0.2,-0.20000005,0,-0.20000005,-0.099999905,-0.099999905,-0.10000002,,,0.10000014,0.099999905,0.099999905,0.099999905,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,-0.099999905,0,0,0,
1998-06-01,1998,6,,3.0999999,2.8,2.5999999,2.5999999,2.4000001,2.4000001,2.4000001,,,0,0.10000014,0.099999905,0,0,-0.099999905,0,,,-0.49999988,0,0,0,0.099999905,0,0.10000014,,,0,0.099999905,0.099999905,0,0,-0.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.000004,7.2000008,4.7999992,4.3999977,5.2999992,4.4000015,3.3999977,,,-0.2,-0.1,-0.099999905,-0.10000038,-0.10000038,-0.099999905,-0.099999905,,,0,-0.10000014,0,0,0,0.099999905,0,,,0.29999995,0.099999905,0,-0.10000014,0,0,0,,,0,-0.10000002,0,0,0,0.099999905,0,,,-0.4000001,0,0.20000005,0.099999905,0.20000005,0,0.099999905,,,-10.800003,-10.699997,-10,-13.100006,-11.799988,-12.199997,-11.5,,,0.5,0,0.099999905,0,-0.099999905,0,-0.10000014,,,0.2,0.10000002,0,0,0,0.099999905,0.10000002,,,-0.20000005,-0.099999905,0,0.10000014,0,0,0,,,0,0,0.099999905,0,0,0,0,,,0,0,0,0,0,0,0,
1998-07-01,1998,7,3.4000001,3,2.9000001,2.9000001,2.5,2.5,2.5,,,-0.29999995,-0.10000014,-0.099999905,-0.099999905,0,0,-0.10000014,,,-0.50000012,0,-0.29999995,-0.19999981,-0.20000005,-0.099999905,-0.20000005,,,-0.20000005,-0.099999905,-0.099999905,0.00000023841858,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2999954,2.7000008,4.2000008,2.4000015,-1.1000023,0.099998474,-1.5999985,,,-0.1,-0.2,-0.099999905,-0.099999905,0,-0.10000038,-0.10000038,,,0.20000005,0.10000014,0,0,0,0,0.10000014,,,0.30000019,0.20000005,0.30000019,0.30000019,0.099999905,0.099999905,0.099999905,,,0.10000002,0.10000002,0,-0.10000014,0,0,0,,,0.10000014,-0.5,0.10000014,-0.099999905,-0.099999905,0,-0.099999905,,,-8.3999939,-10.100006,-10.5,-10.600006,-10.800018,-9.7000122,-9.5,,,0.4000001,0,0.20000005,0.099999905,0.20000005,0.099999905,0.20000005,,,0.29999998,0.39999998,0.10000002,0.10000002,0,0,0,,,-0.20000005,0,0.20000005,-0.10000014,0,0,0,,,-0.1,0,-0.099999905,-0.099999905,0,0,0,,,-0.1,-0.1,-0.10000038,-0.10000038,-0.099999905,-0.099999905,0,,
1998-08-01,1998,8,,2.9000001,3,2.8,2.5999999,2.5,2.5,,,,0.10000014,0,0,0,0.099999905,0.10000014,,,,0,0,0.099999905,0.00000023841858,0,0,,,,0.29999995,0.20000005,0,0.10000014,0.20000005,0.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.099998,-3.7000008,-3.5,-0.5,-1.0999985,0.20000076,,,,0.1,0,0,0,0,0.10000038,,,,-0.10000014,0,0,-0.099999905,-0.099999905,-0.10000014,,,,-0.099999905,0.099999905,-0.10000014,0.099999905,0,0,,,,-0.29999995,-0.20000005,0,-0.20000005,-0.20000005,-0.099999905,,,,-0.39999998,0.19999981,-0.099999905,-0.29999995,0,0,,,,-15.599991,-16.199997,-17.799988,-20.599976,-22.399994,-22.5,,,,0,0,-0.099999905,-0.10000014,0,0,,,,-0.59999996,-0.29999995,-0.10000002,-0.10000002,-0.19999993,-0.10000002,,,,0,0,0,-0.10000014,0,0,,,,0,0,0,-0.099999905,0,0,,,,0,-0.099999905,0,0,0,-0.099999905,,
1998-09-01,1998,9,,3,3,2.9000001,2.5,2.4000001,2.5,,,,0,0,-0.099999666,0.00000023841858,-0.099999905,-0.099999905,,,,0,-0.19999981,-0.19999981,-0.20000005,-0.29999971,-0.29999971,,,,-0.099999905,0,0,0,0,0.00000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4000015,-2.7999992,-2.4000015,-4.0999985,-4.0999985,-3.7000008,,,,0,0,0,0,0,0,,,,-0.099999905,-0.099999905,-0.10000014,-0.10000014,-0.099999905,-0.099999905,,,,0.099999905,0,0.10000014,-0.099999905,-0.099999905,0,,,,0,-0.099999905,-0.19999993,-0.10000002,-0.19999993,-0.20000005,,,,-1.0999999,0.30000019,0,0,0.099999905,0.099999905,,,,-6.6000061,-9.7000122,-13.399994,-16.300018,-16.5,-16.600006,,,,-0.099999905,0.099999905,0,0.10000014,0.099999905,0.099999905,,,,-0.10000002,-0.20000005,-0.10000002,0,-0.10000002,-0.099999905,,,,-0.20000005,0.099999905,-0.099999905,-0.099999905,0,0,,,,-0.1,-0.099999905,-0.19999981,-0.099999905,-0.19999981,-0.19999981,,,,-0.2,-0.19999981,-0.19999981,-0.20000029,-0.20000029,-0.20000029,,
1998-10-01,1998,10,3.0999999,2.8,2.8,2.4000001,2.4000001,2.5,,,,,-0.5,-0.30000019,-0.4000001,-0.39999986,-0.4000001,,,,,-0.30000019,-0.29999995,-0.29999995,-0.4000001,-0.4000001,,,,,-0.5,-0.29999995,-0.39999986,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2000008,-2.9000015,-3.0999985,-2.2000008,-0.20000076,1.7999992,,,,,0.099999905,0.099999905,0,0.10000038,0.099999905,,,,-0.10000002,0,-0.099999905,-0.099999905,-0.10000014,-0.099999905,,,,0.099999905,-0.20000005,-0.10000014,-0.099999905,0,0,,,,-0.10000002,0,-0.10000002,-0.10000002,0,0,,,,0.19999999,-0.30000019,-0.4000001,-0.30000019,-0.099999905,0,,,,-3.3999939,-6.6000061,-3.4000244,-6,-7,-11,,,,0.19999981,-0.19999981,-0.10000014,-0.20000005,-0.099999905,-0.099999905,,,,-0.39999998,0.10000002,-0.099999905,-0.20000005,0,-0.20000005,,,,0,-0.19999981,-0.30000007,-0.20000005,-0.20000005,-0.10000014,,,,,-0.5,-0.4000001,-0.5,-0.5,-0.5,,,,,-0.5999999,-0.5999999,-0.5999999,-0.5,-0.4000001,,,
1998-11-01,1998,11,,2.9000001,2.8,2.4000001,2.5,2.4000001,,,,,-0.00000023841858,-0.20000005,-0.30000019,-0.30000019,-0.20000005,,,,,-0.4000001,-0.10000038,-0.20000029,-0.30000019,-0.20000029,,,,,-0.00000023841858,-0.20000029,-0.30000019,-0.29999995,-0.20000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.2999992,6.2999992,5,4.9000015,,,,,0,0,0.10000038,0.099999905,0,,,,,-0.30000007,-0.10000014,0,-0.099999905,-0.10000014,,,,,0.10000014,0,0,0.099999905,-0.099999905,,,,,-0.30000007,-0.099999905,0,-0.10000002,-0.10000002,,,,,-0.89999986,-0.5,-0.39999986,-0.4000001,0,,,,,2.9000244,1.2000122,2.3000183,0.80001831,3.5,,,,,0.099999905,-0.19999981,-0.099999905,-0.099999905,-0.099999905,,,,,-0.20000005,0.099999905,0.10000002,0,0.10000002,,,,,-0.30000019,-0.19999993,-0.10000002,0,0.10000014,,,,,-0.30000019,-0.30000019,-0.30000019,-0.4000001,-0.30000019,,,,,-0.10000038,-0.20000029,-0.19999981,-0.19999981,-0.29999971,,,
1998-12-01,1998,12,,2.9000001,2.8,2.3,2.5,2.5,,,,,0.00000047683716,0.10000038,0,0.10000038,-0.10000014,,,,,-0.49999952,0.00000047683716,-0.099999905,0.10000038,-0.19999981,,,,,0.20000052,0.20000052,0.099999905,0.20000029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.60000229,-0.29999924,0.29999924,1,,,,,0,0,-0.10000038,-0.099999905,0,,,,,0.10000002,0,0,0.099999905,0.10000014,,,,,0,0,-0.10000014,0,0.099999905,,,,,-0.10000002,-0.10000002,-0.099999905,0,0,,,,,0,0.10000002,0.19999993,-0.099999905,0,,,,,7,6.3999939,4.7999878,5.1999817,-0.29998779,,,,,0.5999999,0.099999905,0.099999905,0.099999905,0.19999981,,,,,0.10000002,-0.29999995,-0.10000002,0,0,,,,,0.4000001,0.099999905,0,0,0.099999905,,,,,0.10000038,0.10000038,0,0.20000029,0,,,,,0.10000038,0.10000038,0.099999905,0,0.099999905,,,
1999-01-01,1999,1,3.3,2.9000001,2.4000001,2.5,2.5999999,2.7,2.7,2.5,2.5999999,-0.00000023841858,0.19999981,0.20000029,0.099999905,0.20000005,,,,,-0.50000018,-0.10000014,-0.099999666,-0.10000014,0,,,,,0.099999666,-0.00000023841858,0.10000014,-0.00000023841858,0.10000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.20000076,0.70000076,1,2.5,,,,,-0.1999999,-0.099999808,0.00000019073487,-0.00000019073487,-0.099999905,,,,,0,-0.19999993,-0.20000005,-0.20000005,-0.20000005,,,,,0.39999986,0.10000014,0.10000014,0,0.099999905,,,,,-0.099999905,0,-0.10000002,-0.099999905,-0.10000002,,,,,-0.60000002,-0.20000005,-0.10000002,-0.10000002,0,,,,,4.5999756,2.7000122,2.5,2.2000122,-0.1000061,,,,,0.5,0.099999905,0.099999905,0,0,,,,,0,-0.30000001,-0.19999993,-0.20000005,-0.10000002,,,,,0.5999999,0.20000005,0,-0.10000014,0,,,,,-0.00000019073487,-0.00000019073487,0.00000019073487,-0.10000019,0,,,,,-0.10000019,-0.00000019073487,-0.1000001,-0.000000095367433,-0.099999905,,,,
1999-02-01,1999,2,,3.2,2.7,2.5999999,2.5999999,2.5999999,2.5,2.3,2.4000001,,0.099999905,0.099999905,0.099999905,0.10000038,0.20000005,0.099999905,0.099999905,0.099999905,,-0.50000012,-0.10000014,0,0.00000023841858,0.29999995,0.099999905,0.099999905,0.099999905,,0.29999995,0.20000005,0.20000005,0.10000038,0.19999981,0.20000005,0.099999905,0.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7999992,2.7000008,2.7999992,2.2999992,0.70000076,2.0999985,1.9000015,3.3999977,,-0.2,-0.2,-0.2,-0.20000029,-0.10000038,-0.10000038,-0.099999905,-0.099999905,,0,0,0,0,-0.10000014,0,-0.099999905,-0.099999905,,0.29999995,0.29999995,0.099999905,0,-0.10000014,-0.20000005,-0.20000005,-0.19999981,,-0.20000005,-0.10000002,-0.10000002,0,-0.10000002,-0.10000002,-0.10000002,-0.099999905,,0.80000007,0.4000001,0.19999993,0,-0.099999905,-0.099999905,0.10000014,0.099999905,,0.8999939,-3.7000122,-7.3000183,-3.8999939,-2.0999756,-6.3999939,-5.8999939,-5.6000061,,0.60000014,0.20000005,0.099999905,0.10000014,-0.20000005,0,-0.099999905,-0.099999905,,0.1,-0.10000002,-0.099999905,-0.10000002,0,-0.29999995,-0.10000002,-0.099999905,,0.5,0.30000007,0.20000005,0.099999905,-0.20000005,0.099999905,0.099999905,0.099999905,,0.1,0.1,0.1,0.10000038,0.099999905,0.099999905,0,0,,0,0,0,0,-0.099999905,-0.099999905,-0.19999981,0
1999-03-01,1999,3,,3.2,2.9000001,2.7,2.5999999,2.5999999,2.5,2.3,2.5,,0.10000014,0.10000014,0.099999905,0.099999905,-0.00000023841858,0.29999995,0.19999981,0.099999905,,-0.29999995,0,0,0.099999905,0.099999905,0.29999971,0.19999981,0.099999905,,0.10000014,0.29999995,0.20000005,0.19999981,0.099999905,0.29999971,0.29999995,0.19999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20000076,1.2000008,7.5,3.5999985,-1.7000008,-2,-1.7000008,-3,,0,-0.1,-0.2,-0.099999905,-0.19999981,-0.099999905,-0.10000038,-0.10000038,,-0.10000002,0.099999905,0.10000014,0.099999905,0.10000014,-0.10000014,0,0,,0,0.20000005,0.10000014,0,0,0,0,0.099999905,,-0.10000002,-0.10000002,0,0,0,-0.099999905,-0.10000002,-0.10000002,,-0.20000005,0.20000005,0.30000019,0.10000014,-0.10000002,-0.20000005,0.099999905,0,,2.2999878,4.8000183,5,4.0999756,-2.2000122,-3.7000122,-3,-0.8999939,,0.29999995,0.20000005,0.20000005,0.099999905,0,-0.099999905,0,0,,0.40000001,0,0.099999905,0.10000002,-0.10000002,0.20000005,0.19999993,0.39999986,,0.4000001,0.29999995,0.10000014,0.10000014,-0.39999998,-0.099999905,-0.19999981,0,,0,0.2,0.2,0.19999981,0.099999905,0.19999981,0.19999981,0.099999905,,0.1,0.30000001,0.2,0.19999981,0.099999905,0.19999981,0.19999981,0
1999-04-01,1999,4,3.5999999,2.9000001,2.8,2.7,2.5,2.2,2.3,2.5999999,,,-0.10000014,0,0,0.10000014,-0.099999905,0.10000014,0.099999905,,,-0.20000005,0,0,0,0.00000023841858,0,0,,,0,0,0.099999905,0.10000014,-0.099999905,0,-0.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-0.30000305,-5,3.3000031,1.1000023,0.80000305,-0.89999771,-1.0999985,,,-0.1,-0.1,-0.19999981,-0.099999905,-0.099999905,-0.099999905,-0.099999905,,-0.19999993,0.10000014,0,0,-0.10000014,0,-0.10000014,-0.099999905,,0.39999986,0,0.099999905,0.10000014,-0.099999905,-0.29999995,0,0.099999905,,-0.099999905,0,0,-0.099999905,-0.10000002,0,0,0.10000002,,-0.20000005,0.19999981,0.29999995,0.20000005,0.10000002,-0.099999905,-0.099999905,0,,0.20001221,-1.3000183,-2,-1.1999817,-1.1000061,-3.8999939,-3.2000122,-1.2999878,,0.80000019,0.20000005,0,0,0,-0.10000014,0,0,,,0.5,0,-0.10000002,-0.29999995,0,-0.19999993,-0.29999995,,0.5,0.20000005,0.19999981,0.099999905,0.10000002,-0.20000005,0,0,,,0,0,0,0,-0.099999905,0,0,,,0,0.1,0.099999905,0.099999905,0,0,0.10000038,
1999-05-01,1999,5,,2.9000001,3,2.9000001,2.5999999,2.3,2.4000001,2.7,,,-0.20000005,0,0.099999905,0.19999981,0.099999905,0.099999905,0,,,-0.20000005,-0.20000005,-0.10000014,0,-0.00000023841858,-0.099999905,-0.099999905,,,-0.099999905,0,0,0.19999981,0.20000005,0,0.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6999969,1.2000008,-0.40000153,-1.4000015,-1.6000023,1.0999985,3,,,0,0,0,0,0,-0.099999905,0,,,0.20000005,0,-0.099999905,-0.099999905,0,-0.099999905,0,,,0,0.20000005,0.20000005,0.099999905,0.099999905,0.10000014,0.10000014,,,0.10000002,0,0,-0.099999905,-0.10000002,0,-0.10000002,,,0,-0.10000014,-0.10000014,-0.20000005,0.099999905,0.099999905,0.10000014,,,-16.299988,-16.299988,-16.300018,-16.399994,5.1000061,-14.600006,-16.100006,,,0.20000005,0.20000005,0.10000014,0.099999905,0.10000014,0.099999905,0.099999905,,,0.80000007,0.4000001,0,0,-0.20000005,0,0,,,0.29999995,0.20000005,0.20000005,0.10000002,0.20000005,0.099999905,0.10000014,,,0,0,0,0.099999905,0.099999905,0,0,,,0.1,0.1,0.10000038,0,0.10000038,0.10000038,0,
1999-06-01,1999,6,,2.7,3.2,3.0999999,3.0999999,2.5999999,2.5999999,2.7,,,-0.89999986,0.099999905,0,0,-0.00000023841858,-0.10000014,0,,,0.10000014,0.10000002,-0.099999905,-0.20000005,0,0,0,,,-0.29999995,0.099999905,-0.20000005,-0.10000014,-0.10000014,-0.00000023841858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40000153,-2.9000015,-1.4000015,-1.7999992,0.29999924,1.5,1,,,0,0,-0.10000038,-0.099999905,-0.099999905,-0.099999905,-0.099999905,,,0.89999986,0,0.099999905,0.099999905,0.10000014,0.20000005,0.099999905,,,-0.20000005,0.20000005,0.19999981,0.5,0.29999995,0.19999981,0,,,0.29999995,0,0.29999995,0.19999993,0.19999993,0.10000002,0.10000002,,,0.9000001,0.4000001,0.20000005,0.39999998,0.20000005,0.099999905,0,,,-7.5,-7.2999878,-6.7999878,-5.7000122,-23.899994,-8.5,-8.6000061,,,-0.10000014,0,0.19999981,0.29999995,0.099999905,0.099999905,0.099999905,,,0.29999995,0.099999905,0,0.099999905,0,0,0,,,0.099999905,0.10000014,0.099999905,0.19999993,0.099999905,0.20000005,0.099999905,,,0,0.1,0.099999905,0.099999905,0.099999905,0.099999905,0.099999905,,,0.2,0.2,0.19999981,0.30000019,0.099999905,0.19999981,0.19999981,
1999-07-01,1999,7,3,3.3,3.2,3.0999999,2.5999999,2.5999999,2.9000001,,,,0.20000005,0.4000001,0.20000029,0.20000029,0.30000043,0.40000033,,,,-0.00000011920929,0.4000001,0.30000019,0.20000029,0.20000029,0.20000029,,,,0.20000005,0.60000014,0.30000043,0.30000019,0.30000043,0.40000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2999992,1.7000008,-2.5999985,1.9000015,8,-0.20000076,-1.2000008,,,,-0.1,0,0,0,0.099999905,0,,,0.29999995,0,-0.099999905,0,0,-0.10000014,-0.20000005,,,0.29999995,0.099999905,0.10000014,0,0,0,0.20000005,,,0,0,-0.29999995,-0.10000002,-0.099999905,-0.10000002,-0.20000005,,,0.5,0.20000005,0,0,0,0.30000019,0.29999995,,,-2.2000122,-6.6000061,-8.5,-10,-11.100006,-10.199982,-9.7999878,,,0.60000014,0.20000005,-0.099999905,-0.099999905,0,0,0,,,0,0.10000002,0.20000005,0.10000002,-0.10000002,0,-0.099999905,,,0.4000001,0.19999981,0.10000014,0,-0.099999905,0,0.10000014,,,,0.2,0.30000019,0.20000029,0.20000029,0.20000029,0.20000029,,,,0.30000001,0.30000019,0.30000019,0.4000001,0.30000019,0.30000019,,
1999-08-01,1999,8,,3.4000001,3.0999999,2.9000001,2.5,2.5999999,2.7,,,,0.10000014,-0.099999905,0,0.00000023841858,-0.099999905,-0.10000014,,,,0,-0.19999981,-0.099999905,-0.19999981,-0.20000005,-0.10000014,,,,-0.10000014,-0.099999905,0.099999905,-0.099999905,-0.099999905,-0.10000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,0.70000076,-1.3000031,-8.5,-2.2000008,-1.7000008,,,,0,0,0,-0.099999905,-0.099999905,0,,,,-0.10000014,0,0,-0.10000014,0,0.10000014,,,,0.10000014,-0.10000014,-0.19999981,-0.099999905,0,-0.20000005,,,,0.10000002,0,-0.099999905,0,0,0.10000002,,,,0.099999905,0.20000005,-0.10000002,0,-0.10000014,-0.20000005,,,,-3.7000122,-1.8999939,-2.3999939,-3.1000061,-3.7000122,-0.8999939,,,,0,0.099999905,0.099999905,0.099999905,0.10000014,0.10000014,,,,0.10000002,0,-0.10000002,0.10000002,0.10000002,0.099999905,,,,0.20000005,0.099999905,0,0,0.099999905,0,,,,0,-0.099999905,0,-0.099999905,-0.099999905,0,,,,0,0,-0.10000038,-0.10000038,-0.10000038,0,,
1999-09-01,1999,9,,3.0999999,3.3,2.9000001,2.7,2.8,2.8,,,,-0.20000005,0,0,0.099999905,0.099999905,0,,,,-0.39999986,-0.00000023841858,-0.10000014,-0.00000023841858,0,0,,,,0,0.099999905,-0.099999905,0.099999905,0.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7000008,-2.2999992,-1.5999985,-2.2999992,-1.7999992,-0.89999771,,,,0.1,0,0,0.099999905,0,-0.099999905,,,,0.20000005,0.099999905,0,0,0,0,,,,-0.30000019,0.20000005,0,0.20000005,0.20000005,0.099999905,,,,0,0,0.099999905,0,0,0,,,,1.0000002,0.29999995,0.10000002,0,0.10000014,0.20000005,,,,-8.1999817,-9.8999939,-8.2999878,-10.799988,-10.799988,-13.700012,,,,0.39999986,0.10000014,0.10000014,0.10000014,0.099999905,0,,,,0,0.29999995,0.20000005,0,-0.10000002,-0.099999905,,,,0.5,0.29999995,0,0.099999905,0,0.099999905,,,,0,0.099999905,0,0.099999905,0.099999905,0,,,,0.1,0.099999905,0.10000038,0.10000038,0.10000038,0.099999905,,
